THE PATH -- plan handplan, run 0, 786 landings
   752  BASALT FLUES       37  BASALT FLUES      crust      -        216  217.0   1.0   (  23, 216, -32)   glowstone   /full   hop      3.04  +1.0  341.01
   753  BASALT FLUES       37  BASALT FLUES      crust      -        216  218.0   2.0   (  26, 217, -30)   blackstone  /full   hop      3.10  +1.0  341.45
   754  BASALT FLUES       37  BASALT FLUES      crust      -        216  218.0   2.0   (  28, 217, -28)   magma       /full   walk     1.87  +0.0  341.78
   755  BASALT FLUES       37  BASALT FLUES      crust      -        216  218.0   2.0   (  30, 217, -26)   soulsand    /full   walk     1.87  +0.0  342.12
   756  BASALT FLUES       37  BASALT FLUES      crust      -        216  219.0   3.0   (  32, 218, -24)   blackstone  /full   hop      3.10  +1.0  342.55
   757  BASALT FLUES       37  BASALT FLUES      crust      -        216  220.0   4.0   (  34, 219, -21)   glowstone   /full   hop      3.10  +1.0  342.99
   758  BASALT FLUES       37  BASALT FLUES      crust      -        216  218.0   2.0   (  37, 217, -17)   magma       /slime  hop      4.98  -2.0  343.69
   759  BASALT FLUES       37  BASALT FLUES      crust      -        216  220.0   4.0   (  37, 219, -13)   magma       /full   bounce   3.32  +2.0  344.34
   760  BASALT FLUES       37  BASALT FLUES      crust      -        216  221.0   5.0   (  39, 220, -10)   blackstone  /full   hop      3.10  +1.0  344.77
   761  BASALT FLUES       37  BASALT FLUES      crust      -        216  222.0   6.0   (  40, 221,  -7)   blackstone  /full   hop      3.10  +1.0  345.21
   762  BASALT FLUES       37  BASALT FLUES      crust      -        216  223.0   7.0   (  41, 222,  -4)   blackstone  /full   hop      3.04  +1.0  345.64
   763  BASALT FLUES       37  BASALT FLUES      crust      -        216  224.0   8.0   (  41, 223,  -1)   blackstone  /full   hop      2.88  +1.0  346.04
   764  BASALT FLUES       37  BASALT FLUES      landmark   -        216  222.0   6.0   (  41, 221,   3)   blackstone  /full   hop      3.88  -2.0  346.59
   765  BASALT FLUES       37  BASALT FLUES      soffit     -        216  222.0   6.0   (  40, 221,   7)   blackstone  /full   hop      4.00  +0.0  347.15
   766  BASALT FLUES       37  BASALT FLUES      soffit     -        216  222.0   6.0   (  40, 221,  10)   soulsand    /full   walk     2.32  +0.0  347.57
   767  BASALT FLUES       37  BASALT FLUES      soffit     -        216  223.0   7.0   (  39, 222,  13)   magma       /full   hop      3.09  +1.0  348.00
   768  BASALT FLUES       37  BASALT FLUES      soffit     -        216  222.0   6.0   (  38, 221,  17)   netherrack  /full   hop      4.00  -1.0  348.57
   769  BASALT FLUES       37  BASALT FLUES      ashbank    -        216  222.0   6.0   (  36, 221,  20)   netherrack  /full   hop      3.49  +0.0  349.06
   770  BASALT FLUES       37  BASALT FLUES      ashbank    -        216  222.0   6.0   (  34, 221,  22)   soulsand    /full   walk     1.87  +0.0  349.39
   771  BASALT FLUES       37  BASALT FLUES      ashbank    -        216  222.0   6.0   (  33, 221,  25)   magma       /full   hop      3.48  +0.0  349.88
   772  BASALT FLUES       37  BASALT FLUES      ashbank    -        216  222.0   6.0   (  30, 221,  27)   netherrack  /full   hop      3.49  +0.0  350.37
   773  BASALT FLUES       37  BASALT FLUES      ascent     approa   216  222.0   6.0   (  28, 221,  29)   blackstone  /full   hop      2.71  +0.0  350.75
   774  BASALT FLUES       37  BASALT FLUES      ascent     approa   216  222.0   6.0   (  26, 221,  31)   blackstone  /full   hop      2.71  +0.0  351.14
   775  BASALT FLUES       37  BASALT FLUES      ascent     approa   216  222.0   6.0   (  24, 221,  33)   blackstone  /full   hop      2.71  +0.0  351.52
   776  BASALT FLUES       37  BASALT FLUES      ascent     stair    216  223.0   7.0   (  22, 222,  32)   magma       /full   hop      2.12  +1.0  351.81
   777  THE PILLARS        38  BASALT FLUES      ascent     crossi   222  222.0   0.0   (  19, 221,  34)   purpur      /floor  hop      3.49  -1.0  352.31
   778  THE PILLARS        38  THE PILLARS       colonnade  -        222  223.0   1.0   (  16, 222,  34)   sealantern  /full   hop      2.88  +1.0  352.71
   779  THE PILLARS        38  THE PILLARS       colonnade  -        222  224.0   2.0   (  13, 223,  35)   obsidian    /full   hop      3.04  +1.0  353.14
   780  THE PILLARS        38  THE PILLARS       colonnade  -        222  224.0   2.0   (  11, 223,  37)   endstone    /full   walk     1.87  +0.0  353.47
   781  THE PILLARS        38  THE PILLARS       colonnade  -        222  223.5   1.5   (   7, 223,  39)   obsidian    /slab   hop      4.64  -0.5  354.13
   782  THE PILLARS        38  THE PILLARS       colonnade  -        222  224.0   2.0   (   4, 223,  39)   obsidian    /full   hop      2.88  +0.5  354.53
   783  THE PILLARS        38  THE PILLARS       colonnade  -        222  225.0   3.0   (   1, 224,  39)   chorus      /full   hop      2.88  +1.0  354.94
   784  THE PILLARS        38  THE PILLARS       colonnade  -        222  224.0   2.0   (  -4, 223,  38)   endstone    /full   hop      4.98  -1.0  355.64
   785  THE PILLARS        38  THE PILLARS       landmark   -        222  224.0   2.0   (  -8, 223,  38)   obsidian    /full   hop      3.88  +0.0  356.19

  landings                 786
  levels traversed         36  (BASALT FLUES, THE PILLARS, SPORE HOLLOW, THE ARCHIVE, PUMPKIN ROWS, THE GROVE, DUST DEVILS, THE SEA GATE, THE CORNICE, WART FIELDS, ECHO SHAFT, THE WHITE STAIR ...)
  blocks climbed           325  (+198 net)
  simulated seconds        356.2
  after 5 minutes          landing 664 of 786, THE WEIR, 300.3 s
